"attempt_id","account_id","chapter_id","level_id","attempt_num","attempt_ts","attempt_result","time_to_result_sec","revive_count","app_version"
att_509e2dcb1c994946,acc_00000f89ef0640d5,1,18,1,2026-03-07 00:29:39.000,WIN,49,0,"1.0.0"
att_ea3e4fc71c6f4ed1,acc_00000f89ef0640d5,1,19,1,2026-03-07 00:32:28.000,WIN,48,0,"1.0.0"
att_c4f9d1a360b44afa,acc_00000f89ef0640d5,1,20,1,2026-03-07 00:33:58.000,WIN,59,0,"1.0.0"
att_95cbea5e25ad496b,acc_00000f89ef0640d5,2,1,1,2026-03-07 00:35:19.000,WIN,50,0,"1.0.0"
att_1ba359abe0234929,acc_00000f89ef0640d5,2,2,1,2026-03-07 00:38:03.000,WIN,39,0,"1.0.0"
att_847a3bfa757849ed,acc_00000f89ef0640d5,2,3,1,2026-03-07 00:40:58.000,WIN,30,0,"1.0.0"
att_332919bad5d346e1,acc_00000f89ef0640d5,2,4,1,2026-03-07 00:43:07.000,WIN,47,0,"1.0.0"
att_026470c66cd949e8,acc_00000f89ef0640d5,2,5,1,2026-03-07 04:03:38.000,WIN,48,0,"1.0.0"
att_bfc0f7621ea44e64,acc_00000f89ef0640d5,2,6,1,2026-03-07 04:08:29.000,WIN,54,0,"1.0.0"
att_a525b0872a8b446b,acc_00000f89ef0640d5,2,7,1,2026-03-07 04:10:29.000,WIN,54,0,"1.0.0"
att_8c0d9f865b694e99,acc_00000f89ef0640d5,2,8,1,2026-03-07 09:57:06.000,WIN,53,0,"1.0.0"
att_1e5f1e64b3bd4a18,acc_00000f89ef0640d5,2,9,1,2026-03-07 10:00:15.000,WIN,53,0,"1.0.0"
att_201318f3b55d4fff,acc_00000f89ef0640d5,2,10,1,2026-03-07 10:01:49.000,WIN,65,0,"1.0.0"
att_b439db431301449a,acc_00000f89ef0640d5,2,11,1,2026-03-07 10:04:46.000,WIN,41,0,"1.0.0"
att_3f63b58034a7438c,acc_00000f89ef0640d5,2,12,1,2026-03-07 10:07:05.000,WIN,48,0,"1.0.0"
att_d4621a5b44c54f8e,acc_00000f89ef0640d5,2,13,1,2026-03-07 10:09:36.000,WIN,40,0,"1.0.0"
att_8e388efa027247b9,acc_00000f89ef0640d5,2,14,1,2026-03-07 10:10:36.000,WIN,37,0,"1.0.0"
att_f042030c4ca44bc4,acc_00000f89ef0640d5,2,15,1,2026-03-07 10:11:58.000,WIN,52,0,"1.0.0"
att_09de90c689f04d45,acc_00000f89ef0640d5,2,16,1,2026-03-07 10:14:25.000,WIN,52,0,"1.0.0"
att_6490328d2a814bdb,acc_00000f89ef0640d5,2,17,1,2026-03-07 10:16:24.000,WIN,40,0,"1.0.0"
att_4a12e28b07274fd4,acc_00000f89ef0640d5,2,18,1,2026-03-07 13:42:39.000,WIN,24,0,"1.0.0"
att_2f074e1a0af449e1,acc_00000f89ef0640d5,2,19,1,2026-03-07 13:43:23.000,WIN,44,0,"1.0.0"
att_26dc7761e32c48b1,acc_00000f89ef0640d5,2,20,1,2026-03-07 13:46:04.000,WIN,60,0,"1.0.0"
att_9eb47aa7f52e41ed,acc_00000f89ef0640d5,3,1,1,2026-03-07 13:48:30.000,WIN,51,0,"1.0.0"
att_5e34d50b6f304df5,acc_00000f89ef0640d5,3,2,1,2026-03-07 13:49:58.000,WIN,57,0,"1.0.0"
att_1687e673e575437d,acc_00000f89ef0640d5,3,3,1,2026-03-07 13:52:27.000,WIN,61,0,"1.0.0"
att_afa322e7872f449b,acc_00000f89ef0640d5,3,4,1,2026-03-07 13:53:56.000,WIN,55,0,"1.0.0"
att_ffad35a3def04031,acc_00000f89ef0640d5,3,5,1,2026-03-07 13:55:35.000,WIN,55,0,"1.0.0"
att_ac16c29e4dd94e1c,acc_00000f89ef0640d5,3,6,1,2026-03-07 13:58:31.000,WIN,52,0,"1.0.0"
att_cda8d2a449964e67,acc_00000f89ef0640d5,3,7,1,2026-03-07 18:06:11.000,WIN,60,0,"1.0.0"
att_a0155e16006942a5,acc_00000f89ef0640d5,3,8,1,2026-03-07 18:08:31.000,WIN,35,0,"1.0.0"
att_6619040deca54b0e,acc_00000f89ef0640d5,3,9,1,2026-03-07 18:10:04.000,WIN,45,0,"1.0.0"
att_0a205032dbcc44ad,acc_00000f89ef0640d5,3,10,1,2026-03-07 18:11:21.000,WIN,53,0,"1.0.0"
att_c72ff0cdb6c84ecb,acc_00000f89ef0640d5,3,11,1,2026-03-07 18:14:21.000,WIN,36,0,"1.0.0"
att_6178468d7c9f4555,acc_00000f89ef0640d5,3,12,1,2026-03-07 18:15:30.000,WIN,48,0,"1.0.0"
att_417c2a10f38048c8,acc_00000f89ef0640d5,3,13,1,2026-03-07 18:17:11.000,WIN,51,0,"1.0.0"
att_3d13eb88d73a4264,acc_00000f89ef0640d5,3,14,1,2026-03-07 18:20:12.000,WIN,39,0,"1.0.0"
att_170a5fcd90784033,acc_00000f89ef0640d5,3,15,1,2026-03-07 20:56:21.000,WIN,52,0,"1.0.0"
att_6b3bec77bd744e00,acc_00000f89ef0640d5,3,16,1,2026-03-07 20:58:26.000,WIN,33,0,"1.0.0"
att_809c5b91076649f4,acc_00000f89ef0640d5,3,17,1,2026-03-07 21:00:05.000,WIN,66,0,"1.0.0"
att_e1ac96ea66ab4b1c,acc_00000f89ef0640d5,3,18,1,2026-03-07 21:02:41.000,WIN,47,0,"1.0.0"
att_a95e4a34b8244d74,acc_00000f89ef0640d5,3,19,1,2026-03-07 21:05:10.000,WIN,40,0,"1.0.0"
att_1e81979b86c14669,acc_00000f89ef0640d5,3,20,1,2026-03-07 21:07:20.000,WIN,77,0,"1.0.0"
att_de4c13d4c1234d78,acc_00000f89ef0640d5,4,1,1,2026-03-07 21:09:02.000,WIN,47,0,"1.0.0"
att_c4b196f2753d438f,acc_00000f89ef0640d5,4,2,1,2026-03-09 17:46:17.000,WIN,54,0,"1.0.0"
att_be3b9da86c7e4f0d,acc_00000f89ef0640d5,4,3,1,2026-03-09 17:48:38.000,WIN,49,0,"1.0.0"
att_a4179a1da6d54632,acc_00000f89ef0640d5,4,4,1,2026-03-09 21:04:03.000,WIN,54,0,"1.0.0"
att_453c1b4ff3474492,acc_00000f89ef0640d5,4,5,1,2026-03-09 21:06:51.000,WIN,56,0,"1.0.0"
att_0cc7820b3e63415b,acc_00000f89ef0640d5,4,6,1,2026-03-09 21:08:45.000,WIN,45,0,"1.0.0"
att_cb6172141e014829,acc_00000f89ef0640d5,4,7,1,2026-03-09 21:11:02.000,WIN,65,0,"1.0.0"
att_670481923dce460a,acc_00000f89ef0640d5,4,8,1,2026-03-09 21:14:09.000,WIN,57,0,"1.0.0"
att_0677d37471534d52,acc_00000f89ef0640d5,4,9,1,2026-03-09 21:16:13.000,WIN,60,0,"1.0.0"
att_de36a1764bb8498b,acc_00000f89ef0640d5,4,10,1,2026-03-10 22:03:09.000,WIN,55,0,"1.0.0"
att_3dcf22316f3d4796,acc_00000f89ef0640d5,4,11,1,2026-03-10 22:04:49.000,WIN,62,0,"1.0.0"
att_1b2913eff7ec4c45,acc_00000f89ef0640d5,4,12,1,2026-03-10 22:06:20.000,WIN,55,0,"1.0.0"
att_6edeff780eb44b59,acc_00000f89ef0640d5,4,13,1,2026-03-10 22:08:31.000,WIN,66,0,"1.0.0"
att_e9c748a9166041d6,acc_00000f89ef0640d5,4,14,1,2026-03-10 22:10:58.000,WIN,48,0,"1.0.0"
att_c9232395cd9e42c9,acc_00000f89ef0640d5,4,15,1,2026-03-10 22:12:17.000,WIN,48,0,"1.0.0"
att_7d2ce1d658ce4078,acc_00000f89ef0640d5,4,16,1,2026-03-11 01:49:45.000,WIN,51,0,"1.0.0"
att_6e01f0fa31384153,acc_00000f89ef0640d5,4,17,1,2026-03-11 01:52:49.000,WIN,61,0,"1.0.0"
att_e8e5c8fa52f846f3,acc_00000f89ef0640d5,4,18,1,2026-03-11 01:55:34.000,WIN,45,0,"1.0.0"
att_ff87a4387a684312,acc_00000f89ef0640d5,4,19,1,2026-03-11 01:57:37.000,WIN,30,0,"1.0.0"
att_4809cafff1fa45cb,acc_00000f89ef0640d5,4,20,1,2026-03-11 02:00:20.000,WIN,61,0,"1.0.0"
att_c837a3b00ce84587,acc_00000f89ef0640d5,5,1,1,2026-03-11 02:02:55.000,WIN,39,0,"1.0.0"
att_01c62d78a57b4320,acc_00000f89ef0640d5,5,2,1,2026-03-11 02:04:58.000,WIN,36,0,"1.0.0"
att_75b278e3f814411b,acc_00000f89ef0640d5,5,3,1,2026-03-11 02:07:19.000,WIN,51,0,"1.0.0"
att_f8e9a60e0eec4d60,acc_00000f89ef0640d5,5,4,1,2026-03-11 02:08:46.000,WIN,54,0,"1.0.0"
att_4c2e9ce0c7974c3e,acc_00000f89ef0640d5,5,5,1,2026-03-11 02:10:23.000,WIN,59,0,"1.0.0"
att_e045a54da21742ea,acc_00000f89ef0640d5,5,6,1,2026-03-11 03:47:59.000,WIN,53,0,"1.0.0"
att_8fb1d5e0ac974ae3,acc_00000f89ef0640d5,5,7,1,2026-03-11 03:51:01.000,WIN,51,0,"1.0.0"
att_882ad5825fba4da7,acc_00000f89ef0640d5,5,8,1,2026-03-11 03:53:29.000,WIN,37,0,"1.0.0"
att_3c57f411c36e4095,acc_00000f89ef0640d5,5,9,1,2026-03-11 03:56:11.000,WIN,43,0,"1.0.0"
att_9ead6e29577d453f,acc_00000f89ef0640d5,5,10,1,2026-03-11 03:58:44.000,WIN,37,0,"1.0.0"
att_082a31f1e658489a,acc_00000f89ef0640d5,5,11,1,2026-03-11 04:00:06.000,WIN,51,0,"1.0.0"
att_0a7c1e267dae4bef,acc_00000f89ef0640d5,5,12,1,2026-03-11 04:01:18.000,WIN,54,0,"1.0.0"
att_e856cddb179c4dce,acc_00000f89ef0640d5,5,13,1,2026-03-11 04:03:41.000,WIN,64,0,"1.0.0"
att_635e526ba0fa48b5,acc_00006af6462b436e,1,1,1,2026-03-12 20:34:58.000,WIN,43,0,"1.0.0"
att_6eea556d0cda4a96,acc_00006af6462b436e,1,2,1,2026-03-12 20:37:51.000,WIN,51,0,"1.0.0"
att_659dc27bf3ca4c96,acc_00006af6462b436e,1,3,1,2026-03-12 20:40:49.000,WIN,44,0,"1.0.0"
att_93cf538c0e784d1b,acc_00006af6462b436e,1,4,1,2026-03-12 20:43:43.000,WIN,62,0,"1.0.0"
att_07a0065bd21b405b,acc_00006af6462b436e,1,5,1,2026-03-12 20:46:36.000,WIN,37,0,"1.0.0"
att_238874332d6a460a,acc_00006af6462b436e,1,6,1,2026-03-12 20:48:51.000,WIN,56,0,"1.0.0"
att_999cef9e4e2f449a,acc_00006af6462b436e,1,7,1,2026-03-12 20:51:56.000,WIN,45,0,"1.0.0"
att_47fd1d17545a4cfb,acc_00006af6462b436e,1,8,1,2026-03-12 21:24:03.000,WIN,40,0,"1.0.0"
att_2c10255d279a4859,acc_00006af6462b436e,1,9,1,2026-03-12 21:26:24.000,WIN,57,0,"1.0.0"
att_17185419ad084234,acc_00006af6462b436e,1,10,1,2026-03-12 21:29:18.000,WIN,59,0,"1.0.0"
att_ef9e63dcdce74b50,acc_00006af6462b436e,1,11,1,2026-03-12 21:31:00.000,WIN,42,0,"1.0.0"
att_385cea3e9a76419d,acc_00006af6462b436e,1,12,1,2026-03-12 21:32:12.000,WIN,31,0,"1.0.0"
att_724065e264b7407c,acc_00006af6462b436e,1,13,1,2026-03-12 21:33:15.000,WIN,66,0,"1.0.0"
att_c9ec1f9295284181,acc_00006af6462b436e,1,14,1,2026-03-12 21:36:26.000,WIN,65,0,"1.0.0"
att_89d22cfe09674202,acc_00006af6462b436e,1,15,1,2026-03-12 21:39:31.000,WIN,45,0,"1.0.0"
att_8fe8a9e1f4ff4895,acc_00006af6462b436e,1,16,1,2026-03-12 22:30:01.000,WIN,56,0,"1.0.0"
att_445aba5fc8b04bd6,acc_00006af6462b436e,1,17,1,2026-03-12 22:32:16.000,WIN,38,0,"1.0.0"
att_351a5a7e200043c8,acc_00006af6462b436e,1,18,1,2026-03-12 22:34:27.000,WIN,44,0,"1.0.0"
att_47ad53717cee414c,acc_00006af6462b436e,1,19,1,2026-03-12 22:37:23.000,WIN,42,0,"1.0.0"
att_a911ef3a76214d85,acc_00006af6462b436e,1,20,1,2026-03-12 22:39:52.000,WIN,48,0,"1.0.0"
att_4f0444982ced4ea1,acc_00006af6462b436e,2,1,1,2026-03-12 22:41:20.000,WIN,62,1,"1.0.0"
att_c19921296ddd4e4e,acc_00006af6462b436e,2,2,1,2026-03-12 22:43:37.000,WIN,22,0,"1.0.0"
att_543677d371bb481c,acc_00006af6462b436e,2,3,1,2026-03-12 22:45:52.000,WIN,50,0,"1.0.0"
att_fcf8dc75cf014fcc,acc_00006af6462b436e,2,4,1,2026-03-13 02:52:51.000,WIN,37,0,"1.0.0"
att_a0f876c92f3344ac,acc_00006af6462b436e,2,5,1,2026-03-13 02:54:35.000,WIN,35,0,"1.0.0"
att_c4e333f70ff048a7,acc_00006af6462b436e,2,6,1,2026-03-13 02:56:11.000,FAIL,56,0,"1.0.0"
att_45403eaa9d974683,acc_00006af6462b436e,2,6,2,2026-03-13 02:57:37.000,WIN,40,0,"1.0.0"
att_5eafec50de27403a,acc_00006af6462b436e,2,7,1,2026-03-13 02:59:34.000,WIN,51,0,"1.0.0"
att_4b0ecccb8f7d4a7a,acc_00006af6462b436e,2,8,1,2026-03-13 09:12:39.000,WIN,33,0,"1.0.0"
att_c51dfddacfbb458d,acc_00006af6462b436e,2,9,1,2026-03-13 09:14:28.000,WIN,60,0,"1.0.0"
att_2a1115300f4642f1,acc_00006af6462b436e,2,10,1,2026-03-13 09:15:55.000,WIN,64,0,"1.0.0"
att_2a9c0750f19241ed,acc_00006af6462b436e,2,11,1,2026-03-13 09:17:43.000,WIN,59,0,"1.0.0"
att_61773bd03b1d4818,acc_00006af6462b436e,2,12,1,2026-03-13 10:52:01.000,WIN,52,0,"1.0.0"
att_1057db9d60204f91,acc_00006af6462b436e,2,13,1,2026-03-13 10:53:47.000,WIN,30,0,"1.0.0"
att_347448535e4d44b5,acc_00006af6462b436e,2,14,1,2026-03-13 10:55:12.000,WIN,49,0,"1.0.0"
att_c47638b9fd4e488d,acc_00006af6462b436e,2,15,1,2026-03-13 10:57:34.000,WIN,46,0,"1.0.0"
att_40f4317e46974c47,acc_00006af6462b436e,2,16,1,2026-03-13 11:00:08.000,WIN,58,0,"1.0.0"
att_e624f5cfb90b4f5f,acc_00006af6462b436e,2,17,1,2026-03-13 12:51:16.000,WIN,53,0,"1.0.0"
att_f5a5dc4b1cb44a6b,acc_00006af6462b436e,2,18,1,2026-03-13 12:54:21.000,WIN,59,0,"1.0.0"
att_f78e16cfb4824600,acc_00006af6462b436e,2,19,1,2026-03-13 12:57:01.000,WIN,59,0,"1.0.0"
att_8ce8a3f757fe4f79,acc_00006af6462b436e,2,20,1,2026-03-13 12:59:05.000,WIN,61,0,"1.0.0"
att_701ef00c7f0649a1,acc_00006af6462b436e,3,1,1,2026-03-13 13:01:01.000,WIN,40,0,"1.0.0"
att_478c00a553fa412b,acc_00006af6462b436e,3,2,1,2026-03-13 13:03:06.000,WIN,59,0,"1.0.0"
att_65818283a9d540c1,acc_00006af6462b436e,3,3,1,2026-03-13 13:04:39.000,WIN,58,0,"1.0.0"
att_410acebce6d340bc,acc_00006af6462b436e,3,4,1,2026-03-13 13:06:07.000,WIN,55,0,"1.0.0"
att_44e00e36177e4668,acc_00006af6462b436e,3,5,1,2026-03-13 13:07:47.000,WIN,46,0,"1.0.0"
att_2daf792e38a6485a,acc_00006af6462b436e,3,6,1,2026-03-13 13:10:19.000,WIN,41,0,"1.0.0"
att_0cfeac23aed54eab,acc_00006af6462b436e,3,7,1,2026-03-13 13:12:54.000,WIN,74,0,"1.0.0"
att_d234ade26933474e,acc_00006c5bf3f44d11,1,1,1,2026-03-11 09:55:43.000,WIN,43,0,"1.0.0"
att_af57c24af0224545,acc_00006c5bf3f44d11,1,2,1,2026-03-11 09:58:13.000,WIN,49,0,"1.0.0"
att_ef4f3f40501f45dc,acc_00006c5bf3f44d11,1,3,1,2026-03-11 10:00:20.000,WIN,47,0,"1.0.0"
att_d30ae79773a84a4e,acc_00006c5bf3f44d11,1,4,1,2026-03-11 12:17:57.000,WIN,50,0,"1.0.0"
att_5f2a6db443a1429b,acc_00006c5bf3f44d11,1,5,1,2026-03-11 12:20:33.000,WIN,59,0,"1.0.0"
att_6feeb874773a49a8,acc_00006c5bf3f44d11,1,6,1,2026-03-11 12:23:47.000,WIN,34,0,"1.0.0"
att_b2cbc9a05a324c38,acc_00006c5bf3f44d11,1,7,1,2026-03-11 12:26:08.000,WIN,65,0,"1.0.0"
att_e3e2c6b08cb84653,acc_00006c5bf3f44d11,1,8,1,2026-03-11 16:02:55.000,WIN,63,0,"1.0.0"
att_04c7550e98214e97,acc_00006c5bf3f44d11,1,9,1,2026-03-11 16:04:55.000,WIN,42,0,"1.0.0"
att_d8429862ad974008,acc_00006c5bf3f44d11,1,10,1,2026-03-11 16:07:36.000,WIN,59,0,"1.0.0"
att_e6f9393ff4914883,acc_00006c5bf3f44d11,1,11,1,2026-03-11 16:10:18.000,WIN,32,0,"1.0.0"
att_b511429e07104ea9,acc_00006c5bf3f44d11,1,12,1,2026-03-11 16:12:03.000,WIN,42,0,"1.0.0"
att_590cfddd4aee405e,acc_00006c5bf3f44d11,1,13,1,2026-03-11 16:14:44.000,WIN,47,0,"1.0.0"
att_b27b0906a8a84847,acc_00006c5bf3f44d11,1,14,1,2026-03-11 16:17:19.000,WIN,56,0,"1.0.0"
att_f9844875c9ab4ef7,acc_00006c5bf3f44d11,1,15,1,2026-03-11 16:18:59.000,WIN,46,0,"1.0.0"
att_0bbc683f54e14669,acc_00006c5bf3f44d11,1,16,1,2026-03-11 16:20:05.000,WIN,52,0,"1.0.0"
att_3686119156e44f75,acc_00006c5bf3f44d11,1,17,1,2026-03-11 16:21:59.000,WIN,57,0,"1.0.0"
att_a9c2150d0e414eeb,acc_00006c5bf3f44d11,1,18,1,2026-03-11 16:23:36.000,WIN,41,0,"1.0.0"
att_d3db31a06ab34fdf,acc_00006c5bf3f44d11,1,19,1,2026-03-11 16:26:27.000,WIN,48,0,"1.0.0"
att_94865d52983b4258,acc_00006c5bf3f44d11,1,20,1,2026-03-11 18:28:43.000,WIN,79,1,"1.0.0"
att_08bc3c5f6e544221,acc_00006c5bf3f44d11,2,1,1,2026-03-11 18:31:31.000,WIN,58,0,"1.0.0"
att_f72cf48b0dca419f,acc_00006c5bf3f44d11,2,2,1,2026-03-11 18:34:17.000,WIN,43,0,"1.0.0"
att_a77a5e5dbd67465d,acc_00006c5bf3f44d11,2,3,1,2026-03-11 18:36:42.000,WIN,38,0,"1.0.0"
att_ce0edbd7270446e1,acc_00006c5bf3f44d11,2,4,1,2026-03-11 18:38:50.000,WIN,40,0,"1.0.0"
att_70ea393dc9f44c1a,acc_00006c5bf3f44d11,2,5,1,2026-03-11 18:40:49.000,WIN,62,0,"1.0.0"
att_8f700866496e4834,acc_00006c5bf3f44d11,2,6,1,2026-03-12 12:04:06.000,WIN,40,0,"1.0.0"
att_dbba8bb59c404929,acc_00006c5bf3f44d11,2,7,1,2026-03-12 12:05:31.000,WIN,67,0,"1.0.0"
att_78f1a27276844d44,acc_00006c5bf3f44d11,2,8,1,2026-03-12 12:08:55.000,WIN,31,0,"1.0.0"
att_160b59bef53f4f0f,acc_00006c5bf3f44d11,2,9,1,2026-03-12 12:10:11.000,WIN,71,0,"1.0.0"
att_a8cfa3e6dc3d41df,acc_00006c5bf3f44d11,2,10,1,2026-03-12 12:12:49.000,WIN,62,0,"1.0.0"
att_2ca3fe6f00be4e4e,acc_00006c5bf3f44d11,2,11,1,2026-03-12 15:29:46.000,WIN,32,0,"1.0.0"
att_2dcec6b45117411c,acc_00006c5bf3f44d11,2,12,1,2026-03-12 15:32:35.000,WIN,54,0,"1.0.0"
att_56f219feed674408,acc_00006c5bf3f44d11,2,13,1,2026-03-12 15:34:40.000,WIN,48,0,"1.0.0"
att_53c604ee172a4d42,acc_00006c5bf3f44d11,2,14,1,2026-03-12 15:36:37.000,WIN,39,0,"1.0.0"
att_52163c086f454a15,acc_00006c5bf3f44d11,2,15,1,2026-03-12 15:38:23.000,WIN,52,0,"1.0.0"
att_a5153b7cfc414813,acc_00006c5bf3f44d11,2,16,1,2026-03-12 15:41:07.000,WIN,48,0,"1.0.0"
att_fd5db62cc457449c,acc_00006c5bf3f44d11,2,17,1,2026-03-12 19:19:19.000,WIN,33,0,"1.0.0"
att_5934ef1b3ecc4bf2,acc_00006c5bf3f44d11,2,18,1,2026-03-12 19:21:36.000,WIN,44,0,"1.0.0"
att_d85a1cf9c86e42be,acc_00006c5bf3f44d11,2,19,1,2026-03-12 19:23:12.000,WIN,44,0,"1.0.0"
att_e5e0b90d7ad64241,acc_00006c5bf3f44d11,2,20,1,2026-03-13 14:45:58.000,WIN,47,0,"1.0.0"
att_2eff2a520a674bf4,acc_00006c5bf3f44d11,3,1,1,2026-03-13 14:47:32.000,WIN,45,0,"1.0.0"
att_1cb6a2cfe2a04af0,acc_00006c5bf3f44d11,3,2,1,2026-03-13 14:49:25.000,WIN,50,0,"1.0.0"
att_a8e0b5a692e14a92,acc_00006c5bf3f44d11,3,3,1,2026-03-13 14:50:45.000,WIN,43,0,"1.0.0"
att_1b3b60ce16f74f77,acc_00006c5bf3f44d11,3,4,1,2026-03-13 14:52:04.000,WIN,55,0,"1.0.0"
att_d1f8d87fa5d54158,acc_00006c5bf3f44d11,3,5,1,2026-03-13 14:53:41.000,WIN,27,0,"1.0.0"
att_6f6f326e9066461f,acc_00006c5bf3f44d11,3,6,1,2026-03-13 14:54:51.000,WIN,36,0,"1.0.0"
att_ae2e00f5805b4309,acc_00006c5bf3f44d11,3,7,1,2026-03-13 14:56:23.000,WIN,61,0,"1.0.0"
att_1b010c0df8ae435e,acc_00006c5bf3f44d11,3,8,1,2026-03-13 14:58:58.000,WIN,58,0,"1.0.0"
att_4e7b1cf775f54a3d,acc_00006c5bf3f44d11,3,9,1,2026-03-13 15:02:07.000,WIN,43,0,"1.0.0"
att_5b0213bb21d145f3,acc_00006c5bf3f44d11,3,10,1,2026-03-13 17:11:10.000,WIN,39,0,"1.0.0"
att_606bb2ec46bd4a69,acc_00006c5bf3f44d11,3,11,1,2026-03-13 17:13:47.000,WIN,48,0,"1.0.0"
att_bb966575fb324ed2,acc_00006c5bf3f44d11,3,12,1,2026-03-13 17:15:11.000,WIN,48,0,"1.0.0"
att_0cae86ecd6b345f2,acc_00006c5bf3f44d11,3,13,1,2026-03-13 17:18:02.000,WIN,43,0,"1.0.0"
att_1d82842b76a3454b,acc_00006c5bf3f44d11,3,14,1,2026-03-13 17:20:23.000,WIN,55,0,"1.0.0"
att_8694f5264f0643eb,acc_00006c5bf3f44d11,3,15,1,2026-03-13 17:22:29.000,WIN,42,0,"1.0.0"
att_077e6855bec04cfc,acc_00006c5bf3f44d11,3,16,1,2026-03-13 20:50:12.000,WIN,51,0,"1.0.0"
att_16d81268cdc04590,acc_00006c5bf3f44d11,3,17,1,2026-03-13 20:53:20.000,WIN,50,0,"1.0.0"
att_fe1d9c5c28c54c01,acc_00006c5bf3f44d11,3,18,1,2026-03-13 20:54:52.000,WIN,36,0,"1.0.0"
att_5ee688134ddb417c,acc_00006c5bf3f44d11,3,19,1,2026-03-13 20:56:09.000,WIN,45,0,"1.0.0"
att_950a8fe5616648f1,acc_00006c5bf3f44d11,3,20,1,2026-03-13 20:57:50.000,WIN,55,0,"1.0.0"
att_3c69f16312bb4779,acc_00006c5bf3f44d11,4,1,1,2026-03-13 20:59:21.000,WIN,48,0,"1.0.0"
att_d1abf2ec02e74990,acc_00006c5bf3f44d11,4,2,1,2026-03-13 21:05:22.000,WIN,39,0,"1.0.0"
att_ed0d25e74e57457c,acc_00006c5bf3f44d11,4,3,1,2026-03-13 21:06:33.000,WIN,49,0,"1.0.0"
att_f988cb747bea4dcc,acc_00006c5bf3f44d11,4,4,1,2026-03-13 21:07:50.000,WIN,41,0,"1.0.0"
att_8ca69be4aed54fb3,acc_00006c5bf3f44d11,4,5,1,2026-03-13 21:10:37.000,WIN,51,0,"1.0.0"
att_7666bef35e9644cf,acc_00006c5bf3f44d11,4,6,1,2026-03-13 21:15:09.000,WIN,51,0,"1.0.0"
att_a00d6e8599b843b1,acc_00006c5bf3f44d11,4,7,1,2026-03-13 21:53:58.000,WIN,23,0,"1.0.0"
att_3e47dd8f2167453b,acc_00006c5bf3f44d11,4,8,1,2026-03-13 21:56:21.000,WIN,40,0,"1.0.0"
att_bc5a3fd0740948e0,acc_00006c5bf3f44d11,4,9,1,2026-03-13 21:58:17.000,WIN,68,0,"1.0.0"
att_bd0d7120a5c04f72,acc_00006c5bf3f44d11,4,10,1,2026-03-13 22:00:40.000,WIN,59,0,"1.0.0"
att_c2f31e42ede649e1,acc_00006c5bf3f44d11,4,11,1,2026-03-13 22:03:51.000,WIN,61,0,"1.0.0"
att_6616f5b3b0cf4c23,acc_00006c5bf3f44d11,4,12,1,2026-03-13 22:06:39.000,WIN,49,0,"1.0.0"
att_6aebbb18947d40fd,acc_00006c5bf3f44d11,4,13,1,2026-03-13 22:08:18.000,WIN,64,0,"1.0.0"
att_c55892d3f5004955,acc_00006c5bf3f44d11,4,14,1,2026-03-14 01:38:20.000,WIN,60,0,"1.0.0"
