"session_id","account_id","user_id","session_start_ts","session_end_ts","session_duration_sec","end_reason","crash_count","app_version"
ses_1ee30b7d1f0849d3,acc_00006c5bf3f44d11,usr_838e606f38264a49,2026-03-13 21:50:58.000,2026-03-13 22:17:20.000,1582,FORCE_CLOSE,0,"1.0.0"
ses_482ebf50779c458d,acc_00006c5bf3f44d11,usr_838e606f38264a49,2026-03-14 01:37:20.000,2026-03-14 02:20:01.000,2561,FORCE_CLOSE,1,"1.0.0"
ses_de198457f6ed44ba,acc_00006c5bf3f44d11,usr_9a748f0e45f74192,2026-03-14 04:31:01.000,2026-03-14 04:44:29.000,808,FORCE_CLOSE,0,"1.0.0"
ses_0093a0a0a50047fc,acc_00006c5bf3f44d11,usr_838e606f38264a49,2026-03-14 21:52:10.000,2026-03-14 22:06:28.000,858,FORCE_CLOSE,0,"1.0.0"
ses_6e6b2a01c2b24589,acc_00006c5bf3f44d11,usr_838e606f38264a49,2026-03-14 22:58:28.000,2026-03-14 23:22:30.000,1442,FORCE_CLOSE,0,"1.0.0"
ses_6755cae2b994445d,acc_00006c5bf3f44d11,usr_838e606f38264a49,2026-03-14 23:47:30.000,2026-03-14 23:59:59.000,749,DAY_CHANGE,0,"1.0.0"
ses_28fd1373c8c24f5d,acc_00006c5bf3f44d11,usr_838e606f38264a49,2026-03-15 00:00:00.000,2026-03-15 00:04:33.000,273,FORCE_CLOSE,0,"1.0.0"
ses_5919840d8ace4779,acc_000200feba744ac2,usr_9d3115a41e944392,2026-03-07 18:22:10.000,2026-03-07 18:44:28.000,1338,TIMEOUT,0,"1.0.0"
ses_28363df96dea4736,acc_000200feba744ac2,usr_9d3115a41e944392,2026-03-07 20:44:28.000,2026-03-07 21:15:12.000,1844,FORCE_CLOSE,0,"1.0.0"
ses_5f2d31002cac4b67,acc_000200feba744ac2,usr_9d3115a41e944392,2026-03-07 23:04:12.000,2026-03-07 23:23:47.000,1175,FORCE_CLOSE,0,"1.0.0"
ses_84aa64bdf31148be,acc_000200feba744ac2,usr_9d3115a41e944392,2026-03-08 03:34:47.000,2026-03-08 04:05:10.000,1823,TIMEOUT,0,"1.0.0"
ses_ccb7b0c3020c4089,acc_000200feba744ac2,usr_4cf16c6a77544671,2026-03-08 08:25:14.000,2026-03-08 08:48:57.000,1423,FORCE_CLOSE,0,"1.0.0"
ses_1f4caddc80864003,acc_000200feba744ac2,usr_d4aa27b3eb1743c8,2026-03-08 11:50:57.000,2026-03-08 12:11:19.000,1222,TIMEOUT,0,"1.0.0"
ses_7c7b5ca251d940fd,acc_000200feba744ac2,usr_9d3115a41e944392,2026-03-08 17:04:19.000,2026-03-08 17:43:53.000,2374,TIMEOUT,0,"1.0.0"
ses_9e8f6e9b7c8f49b0,acc_000200feba744ac2,usr_9d3115a41e944392,2026-03-08 20:30:53.000,2026-03-08 20:56:39.000,1546,FORCE_CLOSE,0,"1.0.0"
ses_33720f80faf04b46,acc_000200feba744ac2,usr_9d3115a41e944392,2026-03-08 22:44:39.000,2026-03-08 23:04:01.000,1162,FORCE_CLOSE,0,"1.0.0"
ses_a698f2771d0d44fd,acc_000200feba744ac2,usr_9d3115a41e944392,2026-03-10 14:12:39.000,2026-03-10 14:34:41.000,1322,TIMEOUT,0,"1.0.0"
ses_5ca38627faed413b,acc_000200feba744ac2,usr_9d3115a41e944392,2026-03-10 18:25:41.000,2026-03-10 19:09:56.000,2655,TIMEOUT,2,"1.0.0"
ses_45e02054378448f4,acc_000200feba744ac2,usr_9d3115a41e944392,2026-03-10 21:58:56.000,2026-03-10 22:36:22.000,2246,TIMEOUT,0,"1.0.0"
ses_fdecc5fd79484f64,acc_000200feba744ac2,usr_9d3115a41e944392,2026-03-11 23:08:12.000,2026-03-11 23:36:22.000,1690,FORCE_CLOSE,0,"1.0.0"
ses_02e72e6a0aec46eb,acc_000200feba744ac2,usr_9d3115a41e944392,2026-03-12 01:48:22.000,2026-03-12 02:12:57.000,1475,FORCE_CLOSE,0,"1.0.0"
ses_83b653ca66524b19,acc_000200feba744ac2,usr_7fa6cd5c805c42ed,2026-03-12 03:59:57.000,2026-03-12 04:23:53.000,1436,FORCE_CLOSE,0,"1.0.0"
ses_7fa1495ffb4a4c0f,acc_000200feba744ac2,usr_9d3115a41e944392,2026-03-12 07:11:53.000,2026-03-12 07:54:00.000,2527,FORCE_CLOSE,0,"1.0.0"
ses_f390c3f6736b4c21,acc_000200feba744ac2,usr_9d3115a41e944392,2026-03-12 10:54:00.000,2026-03-12 11:22:53.000,1733,FORCE_CLOSE,0,"1.0.0"
ses_933578c352e34856,acc_000200feba744ac2,usr_9d3115a41e944392,2026-03-13 11:53:55.000,2026-03-13 12:29:40.000,2145,TIMEOUT,0,"1.0.0"
ses_bdcf444dd70c49b7,acc_000200feba744ac2,usr_9d3115a41e944392,2026-03-13 13:11:40.000,2026-03-13 13:38:32.000,1612,FORCE_CLOSE,0,"1.0.0"
ses_c7e15762805147e8,acc_000200feba744ac2,usr_9d3115a41e944392,2026-03-13 16:35:32.000,2026-03-13 17:02:33.000,1621,FORCE_CLOSE,0,"1.0.0"
ses_12b31e78874a4d84,acc_0002144ebfb64472,usr_319d66c214ff45dc,2026-03-05 12:16:18.000,2026-03-05 12:53:45.000,2247,TIMEOUT,0,"1.0.0"
ses_2498b0456a9c4c56,acc_0002144ebfb64472,usr_319d66c214ff45dc,2026-03-05 14:51:45.000,2026-03-05 15:14:10.000,1345,FORCE_CLOSE,0,"1.0.0"
ses_9d9da79cdeb947eb,acc_0002144ebfb64472,usr_ef31a09cb1f7422a,2026-03-05 19:06:10.000,2026-03-05 19:29:50.000,1420,TIMEOUT,0,"1.0.0"
ses_ca0d50fed24f4eaf,acc_0002144ebfb64472,usr_319d66c214ff45dc,2026-03-05 19:54:50.000,2026-03-05 20:27:40.000,1970,FORCE_CLOSE,0,"1.0.0"
ses_bbd1cb53b70a4d49,acc_0002144ebfb64472,usr_319d66c214ff45dc,2026-03-06 00:17:40.000,2026-03-06 00:49:27.000,1907,FORCE_CLOSE,0,"1.0.0"
ses_6a735d905f994e62,acc_0002144ebfb64472,usr_319d66c214ff45dc,2026-03-07 17:54:32.000,2026-03-07 18:27:55.000,2003,TIMEOUT,0,"1.0.0"
ses_ce173b2d42e64338,acc_0002144ebfb64472,usr_319d66c214ff45dc,2026-03-07 20:01:55.000,2026-03-07 20:24:04.000,1329,FORCE_CLOSE,0,"1.0.0"
ses_570bf385010b4c29,acc_0002144ebfb64472,usr_319d66c214ff45dc,2026-03-07 20:49:04.000,2026-03-07 21:13:41.000,1477,TIMEOUT,0,"1.0.0"
ses_8486c89a374f448b,acc_0002144ebfb64472,usr_319d66c214ff45dc,2026-03-07 23:19:41.000,2026-03-07 23:38:14.000,1113,FORCE_CLOSE,0,"1.0.0"
ses_1a7844234f794c3b,acc_0002144ebfb64472,usr_319d66c214ff45dc,2026-03-08 04:13:14.000,2026-03-08 04:28:34.000,920,FORCE_CLOSE,0,"1.0.0"
ses_7ce1a67fcb964afd,acc_0002144ebfb64472,usr_5f97b79c4c114f8d,2026-03-09 11:18:18.000,2026-03-09 11:55:59.000,2261,FORCE_CLOSE,0,"1.0.0"
ses_20b6c177b5bc4f58,acc_0002144ebfb64472,usr_319d66c214ff45dc,2026-03-09 14:41:59.000,2026-03-09 15:00:24.000,1105,FORCE_CLOSE,0,"1.0.0"
ses_cd7c72de02a74192,acc_0002144ebfb64472,usr_319d66c214ff45dc,2026-03-09 19:03:24.000,2026-03-09 19:35:12.000,1908,FORCE_CLOSE,0,"1.0.0"
ses_aa870b38260844de,acc_0002144ebfb64472,usr_319d66c214ff45dc,2026-03-10 10:21:48.000,2026-03-10 10:50:41.000,1733,FORCE_CLOSE,1,"1.0.0"
ses_8685e757950745d4,acc_0002144ebfb64472,usr_319d66c214ff45dc,2026-03-10 13:49:41.000,2026-03-10 14:06:10.000,989,FORCE_CLOSE,0,"1.0.0"
ses_3d2acd33bacb473d,acc_0002144ebfb64472,usr_319d66c214ff45dc,2026-03-11 16:30:47.000,2026-03-11 17:06:48.000,2161,TIMEOUT,0,"1.0.0"
ses_1cf59039e4ef4c45,acc_0002144ebfb64472,usr_a4b576842bb5445c,2026-03-11 18:10:48.000,2026-03-11 18:33:40.000,1372,FORCE_CLOSE,0,"1.0.0"
ses_daeadd6460db44b0,acc_0002144ebfb64472,usr_319d66c214ff45dc,2026-03-11 21:50:40.000,2026-03-11 22:01:21.000,641,FORCE_CLOSE,0,"1.0.0"
ses_a51f8400e1a143f7,acc_00045b2c607b49b5,usr_9a3e6ec8fd0a4d0e,2026-03-05 09:14:35.000,2026-03-05 09:40:21.000,1546,TIMEOUT,0,"1.0.0"
ses_cf207c54fb2d4d46,acc_00045b2c607b49b5,usr_9a3e6ec8fd0a4d0e,2026-03-05 13:39:21.000,2026-03-05 14:00:56.000,1295,TIMEOUT,0,"1.0.0"
ses_03170e8793a44cea,acc_00045b2c607b49b5,usr_9a3e6ec8fd0a4d0e,2026-03-05 17:12:56.000,2026-03-05 17:33:40.000,1244,FORCE_CLOSE,0,"1.0.0"
ses_5f66d74657d44734,acc_00045b2c607b49b5,usr_9a3e6ec8fd0a4d0e,2026-03-07 21:50:45.000,2026-03-07 22:18:29.000,1664,TIMEOUT,0,"1.0.0"
ses_c58d67f51fdc4c8c,acc_00045b2c607b49b5,usr_9a3e6ec8fd0a4d0e,2026-03-08 00:39:29.000,2026-03-08 01:10:15.000,1846,FORCE_CLOSE,0,"1.0.0"
ses_b2f6be874b854553,acc_00045b2c607b49b5,usr_9a3e6ec8fd0a4d0e,2026-03-08 02:50:15.000,2026-03-08 02:57:31.000,436,TIMEOUT,0,"1.0.0"
ses_a04bec107025421e,acc_00045b2c607b49b5,usr_9a3e6ec8fd0a4d0e,2026-03-08 06:29:31.000,2026-03-08 06:47:16.000,1065,TIMEOUT,0,"1.0.0"
ses_a8a062e7666844bb,acc_00045b2c607b49b5,usr_9a3e6ec8fd0a4d0e,2026-03-10 21:30:52.000,2026-03-10 21:37:08.000,376,TIMEOUT,0,"1.0.0"
ses_ace5176cb76d4abf,acc_00045b2c607b49b5,usr_9a3e6ec8fd0a4d0e,2026-03-11 01:01:08.000,2026-03-11 01:29:43.000,1715,FORCE_CLOSE,1,"1.0.0"
ses_09be692fc39040ee,acc_00045b2c607b49b5,usr_9a3e6ec8fd0a4d0e,2026-03-13 09:41:23.000,2026-03-13 10:16:14.000,2091,TIMEOUT,0,"1.0.0"
ses_d0cb2006a0b1436d,acc_00045b2c607b49b5,usr_9a3e6ec8fd0a4d0e,2026-03-13 13:21:14.000,2026-03-13 13:39:03.000,1069,FORCE_CLOSE,0,"1.0.0"
ses_ff38e0dbd171464e,acc_00045b2c607b49b5,usr_9a3e6ec8fd0a4d0e,2026-03-13 18:56:03.000,2026-03-13 19:15:28.000,1165,TIMEOUT,0,"1.0.0"
ses_9cf5bc7e6833411b,acc_00045b2c607b49b5,usr_e356745337734781,2026-03-14 00:30:28.000,2026-03-14 00:58:48.000,1700,FORCE_CLOSE,0,"1.0.0"
ses_7dfc04a002284d61,acc_00045b2c607b49b5,usr_6fb108d4db2742ca,2026-03-14 17:53:11.000,2026-03-14 18:18:32.000,1521,FORCE_CLOSE,0,"1.0.0"
ses_44521e7e55794a6d,acc_00045b2c607b49b5,usr_9a3e6ec8fd0a4d0e,2026-03-14 20:30:32.000,2026-03-14 21:07:58.000,2246,FORCE_CLOSE,0,"1.0.0"
ses_97349b98b92e414b,acc_00046e86344b4018,usr_089e5c478f1d41dd,2026-03-08 17:25:30.000,2026-03-08 17:53:50.000,1700,FORCE_CLOSE,0,"1.0.0"
ses_951751d063f84aeb,acc_00046e86344b4018,usr_083959cfdaf94390,2026-03-08 18:18:50.000,2026-03-08 18:46:52.000,1682,TIMEOUT,1,"1.0.0"
ses_43f9613bd1ba43eb,acc_00046e86344b4018,usr_91e35f3b82e440fd,2026-03-08 20:57:52.000,2026-03-08 21:23:26.000,1534,FORCE_CLOSE,0,"1.0.0"
ses_3badf78f022f4cc0,acc_00046e86344b4018,usr_083959cfdaf94390,2026-03-09 00:34:26.000,2026-03-09 00:56:27.000,1321,FORCE_CLOSE,0,"1.0.0"
ses_3ef48ad705f84e0e,acc_00046e86344b4018,usr_083959cfdaf94390,2026-03-09 02:03:27.000,2026-03-09 02:22:00.000,1113,FORCE_CLOSE,1,"1.0.0"
ses_e415fcf0a4514ec3,acc_00046e86344b4018,usr_083959cfdaf94390,2026-03-09 04:19:00.000,2026-03-09 04:49:29.000,1829,FORCE_CLOSE,0,"1.0.0"
ses_577de1ca640d4350,acc_00046e86344b4018,usr_083959cfdaf94390,2026-03-09 23:10:53.000,2026-03-09 23:35:14.000,1461,TIMEOUT,0,"1.0.0"
ses_a51314fc86a441ef,acc_00046e86344b4018,usr_5abe6b4728d6476c,2026-03-10 01:12:14.000,2026-03-10 01:30:25.000,1091,FORCE_CLOSE,0,"1.0.0"
ses_717703672f7c4811,acc_00046e86344b4018,usr_fbb8200b8ad847d2,2026-03-10 02:10:25.000,2026-03-10 02:36:05.000,1540,FORCE_CLOSE,0,"1.0.0"
ses_8e6e9c8115ca484f,acc_00046e86344b4018,usr_ac8028b7c0b742d9,2026-03-10 03:01:05.000,2026-03-10 03:29:19.000,1694,FORCE_CLOSE,0,"1.0.0"
ses_db9096ce88f946d4,acc_00046e86344b4018,usr_083959cfdaf94390,2026-03-10 05:49:19.000,2026-03-10 06:03:10.000,831,FORCE_CLOSE,0,"1.0.0"
ses_090a4ebeeefe408e,acc_00046e86344b4018,usr_fba45d3819f84b09,2026-03-10 20:55:02.000,2026-03-10 21:24:13.000,1751,TIMEOUT,0,"1.0.0"
ses_355b0f697902469e,acc_00046e86344b4018,usr_adcd4b6db04f4811,2026-03-11 00:06:13.000,2026-03-11 00:29:58.000,1425,FORCE_CLOSE,0,"1.0.0"
ses_0a2e682e04774f4a,acc_00046e86344b4018,usr_083959cfdaf94390,2026-03-11 04:34:58.000,2026-03-11 04:57:38.000,1360,TIMEOUT,0,"1.0.0"
ses_986b5a155f754f45,acc_00046e86344b4018,usr_083959cfdaf94390,2026-03-11 09:08:38.000,2026-03-11 09:44:47.000,2169,TIMEOUT,0,"1.0.0"
ses_b38d2ee6b6d6408c,acc_00046e86344b4018,usr_083959cfdaf94390,2026-03-11 11:24:47.000,2026-03-11 11:41:28.000,1001,FORCE_CLOSE,0,"1.0.0"
ses_2b636fc98f6e42cd,acc_00046e86344b4018,usr_083959cfdaf94390,2026-03-13 10:07:09.000,2026-03-13 10:28:12.000,1263,FORCE_CLOSE,0,"1.0.0"
ses_7183776f376a4196,acc_0004eba88ad347c4,usr_03e70766fb584449,2026-03-03 12:06:31.000,2026-03-03 12:47:17.000,2446,FORCE_CLOSE,0,"1.0.0"
ses_2d6a77f8dd4f4603,acc_0004eba88ad347c4,usr_03e70766fb584449,2026-03-03 16:26:17.000,2026-03-03 16:39:58.000,821,FORCE_CLOSE,0,"1.0.0"
ses_365b70350fa840b2,acc_0004eba88ad347c4,usr_03e70766fb584449,2026-03-03 20:13:58.000,2026-03-03 20:43:15.000,1757,FORCE_CLOSE,0,"1.0.0"
ses_e2d4760d14da431f,acc_0004eba88ad347c4,usr_03e70766fb584449,2026-03-03 21:59:15.000,2026-03-03 22:16:53.000,1058,FORCE_CLOSE,0,"1.0.0"
ses_1e79eb15053843eb,acc_0004eba88ad347c4,usr_03e70766fb584449,2026-03-05 21:04:51.000,2026-03-05 21:28:51.000,1440,FORCE_CLOSE,0,"1.0.0"
ses_5d620e20bc4f4c0b,acc_0004eba88ad347c4,usr_43f9ed8becb54bef,2026-03-05 23:04:51.000,2026-03-05 23:40:14.000,2123,FORCE_CLOSE,0,"1.0.0"
ses_d5ba3efe0e624f1a,acc_0004eba88ad347c4,usr_9c53861c74c14e5e,2026-03-06 02:29:14.000,2026-03-06 02:39:22.000,608,FORCE_CLOSE,0,"1.0.0"
ses_b2505274cdd84a27,acc_0004eba88ad347c4,usr_03e70766fb584449,2026-03-06 06:24:22.000,2026-03-06 06:49:25.000,1503,TIMEOUT,0,"1.0.0"
ses_07151f80a3df4cc4,acc_0004eba88ad347c4,usr_03e70766fb584449,2026-03-06 10:13:25.000,2026-03-06 10:30:54.000,1049,FORCE_CLOSE,0,"1.0.0"
ses_4836eb35243141b8,acc_0004eba88ad347c4,usr_03e70766fb584449,2026-03-06 21:32:44.000,2026-03-06 22:03:32.000,1848,FORCE_CLOSE,0,"1.0.0"
ses_64835bbc724a4479,acc_0004eba88ad347c4,usr_03e70766fb584449,2026-03-07 01:07:32.000,2026-03-07 01:19:24.000,712,FORCE_CLOSE,0,"1.0.0"
ses_2574732e302c4b3a,acc_0004eba88ad347c4,usr_03e70766fb584449,2026-03-07 03:30:24.000,2026-03-07 03:48:19.000,1075,FORCE_CLOSE,0,"1.0.0"
ses_804f88f5a4c04c46,acc_0004eba88ad347c4,usr_03e70766fb584449,2026-03-07 07:09:19.000,2026-03-07 07:38:00.000,1721,FORCE_CLOSE,0,"1.0.0"
ses_5ca93f2decca4c78,acc_0004eba88ad347c4,usr_03e70766fb584449,2026-03-14 17:57:10.000,2026-03-14 18:16:04.000,1134,FORCE_CLOSE,0,"1.0.0"
ses_8adfa10d62264f1c,acc_0004eba88ad347c4,usr_03e70766fb584449,2026-03-14 18:41:04.000,2026-03-14 19:08:40.000,1656,TIMEOUT,0,"1.0.0"
ses_0ce107fb918a41ea,acc_0004eba88ad347c4,usr_03e70766fb584449,2026-03-14 21:30:40.000,2026-03-14 22:09:46.000,2346,FORCE_CLOSE,0,"1.0.0"
ses_f3160e090d9b47d6,acc_00058b548c704245,usr_9b3117139b904076,2026-03-08 14:07:22.000,2026-03-08 14:30:26.000,1384,TIMEOUT,0,"1.0.0"
ses_dbd3a35cd9b04836,acc_00058b548c704245,usr_6d9e720721e44d88,2026-03-08 18:29:26.000,2026-03-08 18:53:48.000,1462,FORCE_CLOSE,0,"1.0.0"
ses_4217b21f3495476f,acc_00058b548c704245,usr_9b3117139b904076,2026-03-08 20:45:48.000,2026-03-08 20:54:13.000,505,FORCE_CLOSE,0,"1.0.0"
ses_49d55c2aebd144c5,acc_00058b548c704245,usr_9b3117139b904076,2026-03-09 00:53:13.000,2026-03-09 01:17:33.000,1460,FORCE_CLOSE,0,"1.0.0"
ses_204640d99d694bf3,acc_00058b548c704245,usr_9b3117139b904076,2026-03-09 03:02:33.000,2026-03-09 03:46:54.000,2661,FORCE_CLOSE,0,"1.0.0"
ses_70cba1f8308241f3,acc_00058b548c704245,usr_9b3117139b904076,2026-03-09 21:10:54.000,2026-03-09 21:24:54.000,840,FORCE_CLOSE,0,"1.0.0"
ses_23465d2361244624,acc_00058b548c704245,usr_9b3117139b904076,2026-03-10 00:47:54.000,2026-03-10 01:07:12.000,1158,TIMEOUT,0,"1.0.0"
ses_f894d5b9783b41e3,acc_00058b548c704245,usr_ba58d0d314244c79,2026-03-10 03:45:12.000,2026-03-10 03:59:43.000,871,FORCE_CLOSE,0,"1.0.0"
ses_1f9fb952987941a1,acc_00058b548c704245,usr_9b3117139b904076,2026-03-10 06:05:43.000,2026-03-10 06:37:19.000,1896,TIMEOUT,0,"1.0.0"
ses_a332d96fb1c14cd9,acc_00058b548c704245,usr_9b3117139b904076,2026-03-10 08:13:19.000,2026-03-10 08:30:40.000,1041,FORCE_CLOSE,0,"1.0.0"
ses_48a89e80b8b24282,acc_00058b548c704245,usr_9b3117139b904076,2026-03-10 11:33:44.000,2026-03-10 11:59:03.000,1519,TIMEOUT,0,"1.0.0"
ses_36340245f21b470a,acc_00058b548c704245,usr_9b3117139b904076,2026-03-10 14:20:03.000,2026-03-10 14:49:12.000,1749,FORCE_CLOSE,0,"1.0.0"
ses_c71e7341151f4817,acc_00058b548c704245,usr_9b3117139b904076,2026-03-10 17:26:12.000,2026-03-10 17:32:31.000,379,FORCE_CLOSE,0,"1.0.0"
ses_70cceb344b194b75,acc_00058b548c704245,usr_9b3117139b904076,2026-03-12 16:45:32.000,2026-03-12 17:29:39.000,2647,TIMEOUT,0,"1.0.0"
ses_08e1be28101843e6,acc_00058b548c704245,usr_9b3117139b904076,2026-03-12 20:00:39.000,2026-03-12 20:29:02.000,1703,FORCE_CLOSE,0,"1.0.0"
ses_e62019bb938d45b0,acc_00058b548c704245,usr_9b3117139b904076,2026-03-12 22:01:02.000,2026-03-12 22:33:31.000,1949,TIMEOUT,0,"1.0.0"
ses_e1526db02ccf4286,acc_00058b548c704245,usr_9a15bfb029c94f26,2026-03-13 01:29:31.000,2026-03-13 01:54:22.000,1491,TIMEOUT,0,"1.0.0"
ses_b1282a7fd14c4d10,acc_00058b548c704245,usr_9b3117139b904076,2026-03-13 05:13:22.000,2026-03-13 05:43:47.000,1825,FORCE_CLOSE,1,"1.0.0"
ses_8af3263fa8d4408c,acc_0006e35e180c4a10,usr_5987be73d2174729,2026-03-07 18:39:46.000,2026-03-07 18:56:04.000,978,TIMEOUT,0,"1.0.0"
ses_24e519b35c9045d0,acc_0006e35e180c4a10,usr_5987be73d2174729,2026-03-07 20:52:04.000,2026-03-07 21:13:11.000,1267,TIMEOUT,0,"1.0.0"
ses_48962821b9db4efa,acc_0006e35e180c4a10,usr_5987be73d2174729,2026-03-07 23:36:11.000,2026-03-07 23:59:59.000,1428,DAY_CHANGE,0,"1.0.0"
ses_2874ac724a2d4da7,acc_0006e35e180c4a10,usr_5987be73d2174729,2026-03-08 00:00:00.000,2026-03-08 00:02:12.000,132,FORCE_CLOSE,0,"1.0.0"
ses_90fdd4227a2f44b0,acc_0006e35e180c4a10,usr_5987be73d2174729,2026-03-08 00:57:12.000,2026-03-08 01:18:13.000,1261,FORCE_CLOSE,1,"1.0.0"
