"impression_id","account_id","impression_ts","ad_type","ad_placement","is_completed","estimated_revenue_usd"
ad_701dc620b42e4b94,acc_000200feba744ac2,2026-03-07 18:23:48.000,FREE_CHEST,daily_free_chest_popup,true,0.019006
ad_9cfd6795162d4d58,acc_000200feba744ac2,2026-03-07 18:30:07.000,LUCKY_SPIN,daily_spin_popup,true,0.016187
ad_98e0a5482e014b45,acc_000200feba744ac2,2026-03-07 18:36:37.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.021933
ad_ee0e13c91ca74dfb,acc_000200feba744ac2,2026-03-08 03:39:22.000,REVIVE,battle_fail_revive_popup,true,0.02289
ad_289e470d2d1e4f8c,acc_000200feba744ac2,2026-03-08 08:32:19.000,LUCKY_SPIN,daily_spin_popup,true,0.018725
ad_1f3985e2d3404a74,acc_000200feba744ac2,2026-03-08 08:32:44.000,FREE_CHEST,daily_free_chest_popup,true,0.016633
ad_6d386c8ce1734f81,acc_000200feba744ac2,2026-03-10 14:18:27.000,SPEED_BUFF,idle_boost_popup,true,0.016114
ad_8d5a26202a9948ef,acc_000200feba744ac2,2026-03-10 14:21:28.000,FREE_CHEST,daily_free_chest_popup,true,0.016062
ad_b9ad1642915644e6,acc_000200feba744ac2,2026-03-10 14:23:02.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.016185
ad_bb81c779569a47b2,acc_000200feba744ac2,2026-03-10 14:25:41.000,LUCKY_SPIN,daily_spin_popup,true,0.01677
ad_f461d6a01a1b4e59,acc_000200feba744ac2,2026-03-10 18:29:26.000,REVIVE,battle_fail_revive_popup,true,0.02444
ad_0e57ff3c8f0f4338,acc_000200feba744ac2,2026-03-10 18:31:44.000,REVIVE,battle_fail_revive_popup,true,0.024144
ad_de44c78aff4149c7,acc_000200feba744ac2,2026-03-10 18:34:34.000,REVIVE,battle_fail_revive_popup,true,0.021459
ad_b85ff74f5c0a41c8,acc_000200feba744ac2,2026-03-11 23:10:45.000,SPEED_BUFF,idle_boost_popup,true,0.013014
ad_43e41ee8cbb14b1c,acc_000200feba744ac2,2026-03-11 23:16:16.000,FREE_CHEST,daily_free_chest_popup,true,0.018461
ad_1d72ad134926466f,acc_000200feba744ac2,2026-03-11 23:19:59.000,LUCKY_SPIN,daily_spin_popup,true,0.016173
ad_a56df966fb034d0e,acc_000200feba744ac2,2026-03-12 07:22:30.000,REVIVE,battle_fail_revive_popup,true,0.020249
ad_9a9fc1521d6144d6,acc_000200feba744ac2,2026-03-12 07:24:15.000,REVIVE,battle_fail_revive_popup,true,0.025666
ad_fdf1b0a35c9946f7,acc_000200feba744ac2,2026-03-12 07:34:06.000,REVIVE,battle_fail_revive_popup,true,0.027624
ad_44e05d8414f848ca,acc_000200feba744ac2,2026-03-12 07:37:41.000,REVIVE,battle_fail_revive_popup,true,0.027521
ad_a46c0c344f424d64,acc_000200feba744ac2,2026-03-12 11:02:20.000,REVIVE,battle_fail_revive_popup,true,0.022801
ad_dcdac9a598194501,acc_000200feba744ac2,2026-03-12 11:05:01.000,REVIVE,battle_fail_revive_popup,true,0.025675
ad_0f4904bb9d3e47a9,acc_000200feba744ac2,2026-03-12 11:08:08.000,REVIVE,battle_fail_revive_popup,true,0.020143
ad_8597a934b64747c8,acc_000200feba744ac2,2026-03-12 11:11:23.000,REVIVE,battle_fail_revive_popup,true,0.022555
ad_6ba9fd27ee3f4ae0,acc_000200feba744ac2,2026-03-13 12:00:29.000,FREE_CHEST,daily_free_chest_popup,true,0.016034
ad_f663666e94964cca,acc_000200feba744ac2,2026-03-13 12:03:34.000,SPEED_BUFF,idle_boost_popup,true,0.017301
ad_33b41e3a0e264605,acc_000200feba744ac2,2026-03-13 12:03:54.000,REVIVE,battle_fail_revive_popup,true,0.020937
ad_b625bb0f75af40e2,acc_000200feba744ac2,2026-03-13 12:04:00.000,LUCKY_SPIN,daily_spin_popup,true,0.020703
ad_3b087156e4b04272,acc_000200feba744ac2,2026-03-13 12:06:07.000,REVIVE,battle_fail_revive_popup,true,0.022347
ad_8c6a38a9528e45c4,acc_000200feba744ac2,2026-03-13 12:14:54.000,REVIVE,battle_fail_revive_popup,true,0.027961
ad_ac25d86a7d324324,acc_000200feba744ac2,2026-03-13 16:57:57.000,REVIVE,battle_fail_revive_popup,true,0.023564
ad_0dbfdcf4da0744c1,acc_0002144ebfb64472,2026-03-05 12:17:32.000,LUCKY_SPIN,daily_spin_popup,true,0.009977
ad_d1d37749595a4d0e,acc_0002144ebfb64472,2026-03-05 12:19:19.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.013552
ad_d93568da2fd44def,acc_0002144ebfb64472,2026-03-05 12:24:00.000,FREE_CHEST,daily_free_chest_popup,true,0.011573
ad_4e0e5458fe044472,acc_0002144ebfb64472,2026-03-05 12:25:02.000,SPEED_BUFF,idle_boost_popup,true,0.010369
ad_9d795606208f4aa1,acc_0002144ebfb64472,2026-03-07 17:55:20.000,SPEED_BUFF,idle_boost_popup,true,0.009041
ad_85b0a30774cd4453,acc_0002144ebfb64472,2026-03-07 18:00:03.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.010744
ad_973a43bd7f1447e7,acc_0002144ebfb64472,2026-03-07 18:01:25.000,LUCKY_SPIN,daily_spin_popup,true,0.009317
ad_5402d49482be4754,acc_0002144ebfb64472,2026-03-07 18:06:16.000,FREE_CHEST,daily_free_chest_popup,true,0.008863
ad_632672b8dd194c3e,acc_0002144ebfb64472,2026-03-09 11:25:15.000,FREE_CHEST,daily_free_chest_popup,true,0.010036
ad_f71af8adafff4779,acc_0002144ebfb64472,2026-03-09 11:26:34.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.010612
ad_af192c0fedfc4d81,acc_0002144ebfb64472,2026-03-09 11:27:47.000,LUCKY_SPIN,daily_spin_popup,true,0.013302
ad_71b7b97f4e414253,acc_0002144ebfb64472,2026-03-10 10:24:33.000,SPEED_BUFF,idle_boost_popup,true,0.009135
ad_508dd2bdfc1447c7,acc_0002144ebfb64472,2026-03-10 10:25:28.000,REVIVE,battle_fail_revive_popup,true,0.017565
ad_d438d6270e564a97,acc_0002144ebfb64472,2026-03-10 10:28:04.000,REVIVE,battle_fail_revive_popup,true,0.015434
ad_eabae7176a2d428e,acc_0002144ebfb64472,2026-03-10 10:29:01.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.013417
ad_5e0cda6f283246ee,acc_0002144ebfb64472,2026-03-10 10:31:02.000,FREE_CHEST,daily_free_chest_popup,true,0.01131
ad_4a080bad790b44c3,acc_0002144ebfb64472,2026-03-11 16:33:40.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.014373
ad_0a44f9ffbfd74fee,acc_0002144ebfb64472,2026-03-11 16:33:44.000,SPEED_BUFF,idle_boost_popup,true,0.009809
ad_24277bd62b7c43fd,acc_0002144ebfb64472,2026-03-11 16:43:01.000,REVIVE,battle_fail_revive_popup,true,0.013537
ad_c521115e59f74562,acc_0002144ebfb64472,2026-03-11 16:45:06.000,FREE_CHEST,daily_free_chest_popup,true,0.012215
ad_4e55c1173d594ee2,acc_0002144ebfb64472,2026-03-11 21:55:33.000,REVIVE,battle_fail_revive_popup,true,0.016666
ad_8c7f8b78f626400b,acc_00045b2c607b49b5,2026-03-05 09:27:52.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.022466
ad_c3f6f599c16c4e4e,acc_00045b2c607b49b5,2026-03-07 21:58:39.000,SPEED_BUFF,idle_boost_popup,true,0.014296
ad_5139081a977c4814,acc_00045b2c607b49b5,2026-03-07 21:59:26.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.023451
ad_e9247c798e244340,acc_00045b2c607b49b5,2026-03-07 22:05:08.000,LUCKY_SPIN,daily_spin_popup,true,0.018624
ad_cecbe95456f443e6,acc_00045b2c607b49b5,2026-03-08 06:43:47.000,REVIVE,battle_fail_revive_popup,true,0.02654
ad_4bb9cf8089994994,acc_00045b2c607b49b5,2026-03-10 21:33:34.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.02229
ad_1959ab70214548fd,acc_00045b2c607b49b5,2026-03-10 21:45:14.000,FREE_CHEST,daily_free_chest_popup,true,0.021001
ad_a33c09e69dfd4cc4,acc_00045b2c607b49b5,2026-03-13 09:42:48.000,SPEED_BUFF,idle_boost_popup,true,0.015066
ad_20b1d103e51940e6,acc_00045b2c607b49b5,2026-03-13 09:50:49.000,FREE_CHEST,daily_free_chest_popup,true,0.020058
ad_bbc5b2482cd042ff,acc_00045b2c607b49b5,2026-03-14 18:01:38.000,FREE_CHEST,daily_free_chest_popup,true,0.019633
ad_2daf07ffce624aeb,acc_00045b2c607b49b5,2026-03-14 18:07:48.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.017687
ad_b072a83f12f64975,acc_00046e86344b4018,2026-03-08 17:26:33.000,FREE_CHEST,daily_free_chest_popup,true,0.019277
ad_12970728bae340de,acc_00046e86344b4018,2026-03-08 17:30:09.000,LUCKY_SPIN,daily_spin_popup,true,0.019478
ad_25737ee5a1594906,acc_00046e86344b4018,2026-03-08 17:30:34.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.022096
ad_1b07cb5136774b51,acc_00046e86344b4018,2026-03-08 17:36:40.000,SPEED_BUFF,idle_boost_popup,true,0.015596
ad_822ef35f9ccc4876,acc_00046e86344b4018,2026-03-09 00:42:33.000,REVIVE,battle_fail_revive_popup,true,0.03031
ad_1290ff592ac74c19,acc_00046e86344b4018,2026-03-09 23:17:41.000,FREE_CHEST,daily_free_chest_popup,true,0.016049
ad_076c5ca3bc894d81,acc_00046e86344b4018,2026-03-09 23:18:34.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.017527
ad_353007eb59044a23,acc_00046e86344b4018,2026-03-09 23:19:02.000,LUCKY_SPIN,daily_spin_popup,true,0.017691
ad_fcaf27fcddfd4260,acc_00046e86344b4018,2026-03-10 20:57:10.000,LUCKY_SPIN,daily_spin_popup,true,0.019358
ad_fecbda3adb044660,acc_00046e86344b4018,2026-03-10 21:09:03.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.021199
ad_7eba4a8fe3024d03,acc_00046e86344b4018,2026-03-10 21:09:08.000,FREE_CHEST,daily_free_chest_popup,true,0.019671
ad_ba9fd497a97d4812,acc_00046e86344b4018,2026-03-13 10:08:17.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.017675
ad_2103044b87ad4c8e,acc_00046e86344b4018,2026-03-13 10:08:42.000,SPEED_BUFF,idle_boost_popup,true,0.019349
ad_728d3d1ae2304a30,acc_00046e86344b4018,2026-03-13 10:15:16.000,FREE_CHEST,daily_free_chest_popup,true,0.01965
ad_c963263551714cc6,acc_00046e86344b4018,2026-03-13 10:15:35.000,REVIVE,battle_fail_revive_popup,true,0.028495
ad_9ad5ddf219014c87,acc_00046e86344b4018,2026-03-13 10:17:06.000,LUCKY_SPIN,daily_spin_popup,true,0.01935
ad_1e1941d5ceb74747,acc_0004eba88ad347c4,2026-03-03 12:08:49.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.011311
ad_8c569dbb9635492e,acc_0004eba88ad347c4,2026-03-03 12:11:18.000,FREE_CHEST,daily_free_chest_popup,true,0.010814
ad_78d9ea49fe294930,acc_0004eba88ad347c4,2026-03-03 12:16:14.000,SPEED_BUFF,idle_boost_popup,true,0.009174
ad_ed06e5eb5fb54726,acc_0004eba88ad347c4,2026-03-03 12:19:29.000,LUCKY_SPIN,daily_spin_popup,true,0.009619
ad_0b48ed379eac4d4e,acc_0004eba88ad347c4,2026-03-05 21:05:30.000,FREE_CHEST,daily_free_chest_popup,true,0.009065
ad_366b2ad85e394a4e,acc_0004eba88ad347c4,2026-03-05 21:07:12.000,SPEED_BUFF,idle_boost_popup,true,0.009422
ad_1edd92219dd443c6,acc_0004eba88ad347c4,2026-03-06 10:23:25.000,REVIVE,battle_fail_revive_popup,true,0.014462
ad_30bd3ee7c9e24f80,acc_0004eba88ad347c4,2026-03-06 21:33:52.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.008972
ad_cd5455b7df6147ee,acc_0004eba88ad347c4,2026-03-06 21:41:46.000,SPEED_BUFF,idle_boost_popup,true,0.007992
ad_d4f2516cf37940e2,acc_0004eba88ad347c4,2026-03-06 21:42:42.000,FREE_CHEST,daily_free_chest_popup,true,0.009238
ad_214c3116ce9a4ba1,acc_0004eba88ad347c4,2026-03-06 21:45:35.000,LUCKY_SPIN,daily_spin_popup,true,0.00838
ad_da50df72325342cb,acc_0004eba88ad347c4,2026-03-07 07:14:59.000,REVIVE,battle_fail_revive_popup,true,0.014104
ad_b25ac5b1334d4fcb,acc_0004eba88ad347c4,2026-03-14 17:59:21.000,FREE_CHEST,daily_free_chest_popup,true,0.011029
ad_f15a660af5354058,acc_0004eba88ad347c4,2026-03-14 18:06:11.000,LUCKY_SPIN,daily_spin_popup,true,0.010322
ad_2e84b5b8fe6a48f5,acc_0004eba88ad347c4,2026-03-14 18:07:10.000,SPEED_BUFF,idle_boost_popup,true,0.008602
ad_81993dbb076a48e7,acc_0004eba88ad347c4,2026-03-14 18:11:20.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.012393
ad_13ea6b8c6de9497d,acc_0004eba88ad347c4,2026-03-14 18:56:47.000,REVIVE,battle_fail_revive_popup,true,0.015458
ad_0c6bf58281ab4e50,acc_0004eba88ad347c4,2026-03-14 18:58:15.000,REVIVE,battle_fail_revive_popup,true,0.012611
ad_6a56b154b4334ee6,acc_0004eba88ad347c4,2026-03-14 21:35:20.000,REVIVE,battle_fail_revive_popup,true,0.016171
ad_16d5f84a981c4406,acc_00058b548c704245,2026-03-08 14:09:30.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.0125
ad_dc49d73a20b34bef,acc_00058b548c704245,2026-03-08 14:09:53.000,FREE_CHEST,daily_free_chest_popup,true,0.008317
ad_d07134d2b8444905,acc_00058b548c704245,2026-03-08 14:16:59.000,LUCKY_SPIN,daily_spin_popup,true,0.009231
ad_1609169e1ff94307,acc_00058b548c704245,2026-03-08 14:17:58.000,SPEED_BUFF,idle_boost_popup,true,0.009708
ad_242f70d4f2144e4f,acc_00058b548c704245,2026-03-09 01:02:37.000,REVIVE,battle_fail_revive_popup,true,0.016481
ad_2097e6e07ee749b0,acc_00058b548c704245,2026-03-09 21:15:13.000,FREE_CHEST,daily_free_chest_popup,true,0.010289
ad_5e491970458849e1,acc_00058b548c704245,2026-03-09 21:16:59.000,LUCKY_SPIN,daily_spin_popup,true,0.010372
ad_9c85275548c3455f,acc_00058b548c704245,2026-03-10 11:35:20.000,FREE_CHEST,daily_free_chest_popup,true,0.009846
ad_25f5b8ac5e7f45b3,acc_00058b548c704245,2026-03-10 11:41:00.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.010008
ad_b30a397b05314319,acc_00058b548c704245,2026-03-10 11:45:54.000,LUCKY_SPIN,daily_spin_popup,true,0.011412
ad_b4f5220f2efd4b9a,acc_00058b548c704245,2026-03-10 11:46:27.000,SPEED_BUFF,idle_boost_popup,true,0.009862
ad_4a1d7d2a110e4cb3,acc_00058b548c704245,2026-03-10 14:43:15.000,REVIVE,battle_fail_revive_popup,true,0.013343
ad_4d0259bf5a7744f1,acc_00058b548c704245,2026-03-12 16:49:07.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.011965
ad_60d3baad75d14c77,acc_00058b548c704245,2026-03-12 16:51:10.000,FREE_CHEST,daily_free_chest_popup,true,0.010343
ad_d8b7f6ef1d90418d,acc_00058b548c704245,2026-03-12 17:00:14.000,LUCKY_SPIN,daily_spin_popup,true,0.009006
ad_e2f030536fa14563,acc_00058b548c704245,2026-03-12 20:17:37.000,REVIVE,battle_fail_revive_popup,true,0.011701
ad_2fe22d78d12c4a61,acc_00058b548c704245,2026-03-12 22:27:35.000,REVIVE,battle_fail_revive_popup,true,0.015663
ad_bd6f8e6737fc4323,acc_00058b548c704245,2026-03-13 01:35:44.000,REVIVE,battle_fail_revive_popup,true,0.013319
ad_44a76b30b97d40f8,acc_00058b548c704245,2026-03-13 05:21:43.000,REVIVE,battle_fail_revive_popup,true,0.013471
ad_ce35552623934725,acc_00058b548c704245,2026-03-13 05:27:31.000,REVIVE,battle_fail_revive_popup,true,0.016398
ad_f1544325da2d492b,acc_00058b548c704245,2026-03-13 05:31:36.000,REVIVE,battle_fail_revive_popup,true,0.015607
ad_c0aacbe29f5945a4,acc_0006e35e180c4a10,2026-03-07 18:42:41.000,FREE_CHEST,daily_free_chest_popup,true,0.018926
ad_a3062a33738e40bb,acc_0006e35e180c4a10,2026-03-07 18:47:55.000,LUCKY_SPIN,daily_spin_popup,true,0.01955
ad_b9507b830e38408a,acc_0006e35e180c4a10,2026-03-07 18:48:59.000,SPEED_BUFF,idle_boost_popup,true,0.015049
ad_ba53192830f449a1,acc_0006e35e180c4a10,2026-03-07 21:01:26.000,REVIVE,battle_fail_revive_popup,true,0.023555
ad_b866734db3b749a2,acc_0006e35e180c4a10,2026-03-08 21:45:52.000,FREE_CHEST,daily_free_chest_popup,true,0.017515
ad_0f8fdf3639f04106,acc_0006e35e180c4a10,2026-03-08 21:55:22.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.021102
ad_1953be440aeb4b58,acc_0006e35e180c4a10,2026-03-09 09:41:55.000,LUCKY_SPIN,daily_spin_popup,true,0.017888
ad_b63d055e29fd4877,acc_0006e35e180c4a10,2026-03-09 09:43:07.000,SPEED_BUFF,idle_boost_popup,true,0.013932
ad_7979eb4877b5404f,acc_0006e35e180c4a10,2026-03-09 09:43:56.000,FREE_CHEST,daily_free_chest_popup,true,0.016942
ad_aee726b22d844c3c,acc_0006e35e180c4a10,2026-03-10 11:56:14.000,SPEED_BUFF,idle_boost_popup,true,0.018706
ad_b47b7d8b92814299,acc_0006e35e180c4a10,2026-03-10 12:00:07.000,FREE_CHEST,daily_free_chest_popup,true,0.015098
ad_d3c720e45fd54902,acc_0006e35e180c4a10,2026-03-10 12:01:11.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.023967
ad_ae2d65d3f9ca48da,acc_0006e35e180c4a10,2026-03-10 15:07:32.000,REVIVE,battle_fail_revive_popup,true,0.030906
ad_3e55e6a2a78c4580,acc_0006e35e180c4a10,2026-03-10 15:09:07.000,REVIVE,battle_fail_revive_popup,true,0.031288
ad_3ff7fd31872c40af,acc_0006e35e180c4a10,2026-03-10 16:27:08.000,REVIVE,battle_fail_revive_popup,true,0.02957
ad_d1774cd9a76248e8,acc_0006e35e180c4a10,2026-03-10 17:36:44.000,REVIVE,battle_fail_revive_popup,true,0.027272
ad_b47fa5a5fa97454f,acc_0006e35e180c4a10,2026-03-11 21:51:13.000,FREE_CHEST,daily_free_chest_popup,true,0.01576
ad_2ccd8cd893994a87,acc_0006e35e180c4a10,2026-03-11 21:51:44.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.021663
ad_414a670066604090,acc_0006e35e180c4a10,2026-03-11 21:56:09.000,SPEED_BUFF,idle_boost_popup,true,0.013886
ad_8b1237d927dc4083,acc_0006e35e180c4a10,2026-03-12 03:19:12.000,REVIVE,battle_fail_revive_popup,true,0.030074
ad_4161a96e3c4a4af6,acc_0006e35e180c4a10,2026-03-12 05:58:37.000,REVIVE,battle_fail_revive_popup,true,0.022994
ad_6a2ce3ffd9e142ec,acc_0006e35e180c4a10,2026-03-12 06:04:22.000,REVIVE,battle_fail_revive_popup,true,0.027345
ad_c515c152eb514847,acc_0006e35e180c4a10,2026-03-12 09:11:51.000,REVIVE,battle_fail_revive_popup,true,0.027743
ad_166408f5121c4658,acc_0006e35e180c4a10,2026-03-12 09:17:23.000,REVIVE,battle_fail_revive_popup,true,0.022635
ad_493334efe3294519,acc_0006e35e180c4a10,2026-03-12 09:19:42.000,REVIVE,battle_fail_revive_popup,true,0.026137
ad_3d74e567bcbd4e4a,acc_0006e35e180c4a10,2026-03-13 10:02:43.000,FREE_CHEST,daily_free_chest_popup,true,0.016246
ad_e0967db6b13645bb,acc_0006e35e180c4a10,2026-03-13 10:06:14.000,LUCKY_SPIN,daily_spin_popup,true,0.019244
ad_eeebda3146f1423a,acc_0007692610504b21,2026-03-10 11:23:40.000,FREE_CHEST,daily_free_chest_popup,true,0.016905
ad_e440b7171a414df2,acc_0007692610504b21,2026-03-10 11:36:22.000,SPEED_BUFF,idle_boost_popup,true,0.015747
ad_c6bce4a79671426d,acc_0007692610504b21,2026-03-10 11:36:38.000,LUCKY_SPIN,daily_spin_popup,true,0.017031
ad_2ba045936ff5429f,acc_0007692610504b21,2026-03-10 11:38:23.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.019958
ad_1e2fd1dd1e1f4465,acc_0007692610504b21,2026-03-11 15:02:05.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.017764
ad_289e235de620431d,acc_0007692610504b21,2026-03-11 15:06:04.000,SPEED_BUFF,idle_boost_popup,true,0.013811
ad_498f40a2d79b4097,acc_0007692610504b21,2026-03-11 15:06:57.000,LUCKY_SPIN,daily_spin_popup,true,0.014603
ad_1deda203b8784f77,acc_0007692610504b21,2026-03-11 15:08:32.000,FREE_CHEST,daily_free_chest_popup,true,0.019081
ad_0adf5c58c7194aae,acc_0007692610504b21,2026-03-12 11:54:33.000,SPEED_BUFF,idle_boost_popup,true,0.013523
ad_fa4ba7475db641bc,acc_0007692610504b21,2026-03-12 11:59:21.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.020282
ad_41717e3609544d3a,acc_0007692610504b21,2026-03-12 20:59:50.000,REVIVE,battle_fail_revive_popup,true,0.024246
ad_f60d954afff24a1f,acc_0007692610504b21,2026-03-13 15:39:26.000,LUCKY_SPIN,daily_spin_popup,true,0.019879
ad_c3dc0fd9ec4f4cf6,acc_0007692610504b21,2026-03-13 15:48:44.000,FREE_CHEST,daily_free_chest_popup,true,0.018719
ad_32cee01f4c3d4709,acc_0007692610504b21,2026-03-13 15:50:48.000,DOUBLE_OFFLINE,offline_reward_popup,true,0.016766
ad_73db8ad8adc04893,acc_0007692610504b21,2026-03-13 21:22:18.000,REVIVE,battle_fail_revive_popup,true,0.020906
